'yu'zhuang'fu'ye	羽状复叶	0404.412134.318190.8012	541541.4121344.312511354.25112
'yu'zhuang'de	羽状的	0404.412134.381354	541541.4121344.32511354
'yu'zhuang'zhang'jie'li	羽状张节理	0404.412134.573154.1752.118121	541541.4121344.5153154.12252.11212511211
'yu'zhuang'yi'dong	羽状移动	0404.412134.929090.115453	541541.4121344.31234354354.115453
'yu'hen'gou'zao	羽痕构造	0404.4803.123554.319804	541541.41341511534.12343554.3121251454
'yu'wen'gang	羽纹纲	0404.5566.552534	541541.5514134.5512534
'yu'mao'kuang	羽毛矿	0404.67.1447	541541.3115.13251413
'yu'mao'zhuang	羽毛状	0404.67.412134	541541.3115.4121344
'yu'mao'zhuang'gou'zao	羽毛状构造	0404.67.412134.123554.319804	541541.3115.4121344.12343554.3121251454
'yu'mao'zhuang'shui'xi	羽毛状水系	0404.67.412134.2534.356234	541541.3115.4121344.2534.3554234
'yu'zhou	羽轴	0404.7783	541541.152125121
'yu'hei'shan	羽黑山	0404.86.20	541541.254312114444.252
'cui'liu'shi	翠榴石	040442.123543.14	54154141343412.12343545325121.13251
'cui'shen'tong'kuang	翠砷铜矿	040442.1483.912510.1447	54154141343412.1325125112.31115251251.13251413
'cui'shen'tong'you'kuang	翠砷铜铀矿	040442.1483.912510.9183.1447	54154141343412.1325125112.31115251251.3111525121.13251413
'cui'feng'shan'qun	翠峰山群	040442.209071.20.013802	54154141343412.2523541112.252.5113251431112
'cui'lv'lin'tong'kuang	翠绿磷铜矿	040442.550124.146892.912510.1447	54154141343412.55151124134.13251431234354152.31115251251.13251413
'cui'lv'shen'tong'kuang	翠绿砷铜矿	040442.550124.1483.912510.1447	54154141343412.55151124134.1325125112.31115251251.13251413
'cui'lv'bao'shi	翠绿宝石	040442.550124.46114.14	54154141343412.55151124134.44511214.13251
'cui'nie'kuang	翠镍矿	040442.913822.1447	54154141343412.311153251111234.13251413
'yi'zu'lei'ruan'ni	翼足类软泥	040484.29.68134.773534.440735	54154125121122134.2512134.431234134.15213534.44151335
'yi'zhuang'de	翼状的	040484.412134.381354	54154125121122134.4121344.32511354
'yi'gu	翼骨	040484.85	54154125121122134.255452511
'xun'tian'guan'ce	巡天观测	05454.1134.542535.442822	555454.1134.542535.441253422
'xun'tian'zhao'xiang'ji	巡天照相机	05454.1134.815389.1282.1235	555454.1134.2511532514444.123425111.123435
'mu'yuan'su	母元素	06.1135.715624	55414.1135.1121554234
'mu'yan	母岩	06.2014	55414.25213251
'mu'yan'jiang	母岩浆	06.2014.412904	55414.25213251.4123542534
'mu'ti	母体	06.32121	55414.3212341
'mu'zhi	母质	06.331228	55414.33122534
'mu'zhi'ceng	母质层	06.331228.071154	55414.33122534.5131154
'mu'mai	母脉	06.364554	55414.351145534
'mu'ye	母液	06.444134	55414.44141323544
'mu'xi'bao	母细胞	06.5583.363555	55414.55125121.351135515
'mu'xing'xi	母星系	06.81371.356234	55414.251131121.3554234
'guan'ru	贯入	0628.34	55212534.34
'guan'ru'za'yan	贯入杂岩	0628.34.3512.2014	55212534.34.351234.25213251
'guan'ru'bian'zhi	贯入变质	0628.34.6654.331228	55212534.34.41223454.33122534
'guan'chuan'xing	贯穿性	0628.463479.49371	55212534.445341523.44231121
'shi'can'zhi'mei	尸残殖煤	07.131154.131227.691812	513.135411534.135412251111.4334122111234
'shi'shi	尸石	07.14	513.13251
'shi'guang'ze	尸光泽	07.24135.445412	513.243135.44154112
'shi'ti	尸体	07.32121	513.3212341
'shi'ji'qun	尸积群	07.928034.013802	513.3123425134.5113251431112
'qu'fu'ying'bian	屈服应变	0702.365254.47641.6654	51352252.35115254.4134431.41223454
'qu'lang'na'guo	屈浪拏国	0702.44403.595467.251141	51352252.4414511534.531543112.25112141
'ceng'ceng'guan'ru	层层贯入	071154.071154.0628.34	5131154.5131154.55212534.34
'ceng'ceng'qin'ru	层层侵入	071154.071154.320144.34	5131154.5131154.325114554.34
'ceng'kong'kuang'chuang	层控矿床	071154.104631.1447.4712	5131154.12144534121.13251413.4131234
'ceng'xing	层型	071154.113229	5131154.113222121
'ceng'li	层理	071154.118121	5131154.11212511211
'ceng'ge	层格	071154.129080	5131154.1234354251
'ceng'mian	层面	071154.132521	5131154.132522111
'ceng'mian'lie'kai'xing	层面裂开性	071154.132521.132244.1132.49371	5131154.132522111.135422413534.1132.44231121
'ceng'mian'jie'li	层面节理	071154.132521.1752.118121	5131154.132522111.12252.11212511211
'ceng'mian'chong'duan'ceng	层面冲断层	071154.132521.41802.685332.071154	5131154.132522111.412512.43123453312.5131154
'ceng'mian'duan'ceng	层面断层	071154.132521.685332.071154	5131154.132522111.43123453312.5131154
'ceng'hou	层厚	071154.138158	5131154.132511521
'ceng'gui'shi'tai'kuang	层硅铈钛矿	071154.141919.914125.911344.1447	5131154.13251121121.3111541252.311151344.13251413
'ceng'su'du	层速度	071154.180234.471854	5131154.1251234454.413122154
'ceng'nei'yun'yi	层内运移	071154.2534.115444.929090	5131154.2534.1154454.31234354354
'ceng'nei'li'yan	层内砾岩	071154.2534.143524.2014	5131154.2534.1325135234.25213251
'ceng'nei'jiao'li'yan	层内角砾岩	071154.2534.35.143524.2014	5131154.2534.3535112.1325135234.25213251
'ceng'nei'zhe'zhou	层内褶皱	071154.2534.630401.350154	5131154.2534.4523454154132511.3551153254
'ceng'hua'hai'yang	层化海洋	071154.3235.443106.444312	5131154.3235.4413155414.441431112
'ceng'wei	层位	071154.3261	5131154.3241431
'ceng'de'dian'li'du'tu'ran'zeng'da	层的电离度突然增大	071154.381354.815.413454.471854.463414.901349.194321.134	5131154.32511354.25115.4134522554.413122154.445341344.354413444444.121432524312511.134
'ceng'zhuang	层状	071154.412134	5131154.4121344
'ceng'zhuang'gui'suan'yan	层状硅酸盐	071154.412134.141919.755430.192484	5131154.4121344.13251121121.12535115434354.1212425221
'ceng'zhuang'kuang'chuang	层状矿床	071154.412134.1447.4712	5131154.4121344.13251413.4131234
'ceng'zhuang'jie'li	层状节理	071154.412134.1752.118121	5131154.4121344.12252.11212511211
'ceng'zhuang'shui	层状水	071154.412134.2534	5131154.4121344.2534
'ceng'zhuang'pian'ma'yan	层状片麻岩	071154.412134.3215.471212.2014	5131154.4121344.3215.41312341234.25213251
'ceng'zhuang'de	层状的	071154.412134.381354	5131154.4121344.32511354
'ceng'zhuang'jie'gou	层状结构	071154.412134.551980.123554	5131154.4121344.551121251.12343554
'ceng'zhuang'huo'shan	层状火山	071154.412134.69.20	5131154.4121344.4334.252
'ceng'zhuang'mei	层状煤	071154.412134.691812	5131154.4121344.4334122111234
'ceng'ning'hui'yan	层凝灰岩	071154.413598.1369.2014	5131154.4135311345452134.134334.25213251
'ceng'jian'mian'li	层间面理	071154.4281.132521.118121	5131154.4252511.132522111.11212511211
'ceng'jian'li'yan	层间砾岩	071154.4281.143524.2014	5131154.4252511.1325135234.25213251
'ceng'jian'yan'rong	层间岩溶	071154.4281.2014.444693	5131154.4252511.25213251.4414453434251
'ceng'jian'shui	层间水	071154.4281.2534	5131154.4252511.2534
'ceng'jian'jiao'li'yan	层间角砾岩	071154.4281.35.143524.2014	5131154.4252511.3535112.1325135234.25213251
'ceng'jian'liu	层间流	071154.4281.444155	5131154.4252511.4414154325
'ceng'jian'hua'dong'duan'lie	层间滑动断裂	071154.4281.4485.115453.685332.132244	5131154.4252511.441255452511.115453.43123453312.135422413534
'ceng'jian'yue'liu	层间越流	071154.4281.761554.444155	5131154.4252511.121213415534.4414154325
'ceng'jian'ka'si'te	层间喀斯特	071154.4281.804690.703312.311914	5131154.4252511.251445354251.122111343312.3121121124
'ceng'liu	层流	071154.444155	5131154.4414154325
'ceng'hun'he'yan	层混合岩	071154.448115.92.2014	5131154.44125111535.341251.25213251
'ceng'di'gao'cheng	层底高程	071154.473514.412580.928011	5131154.41335154.4125125251.312342511121
'ceng'xu	层序	071154.4754	5131154.4135452
'ceng'xu'di'ceng	层序地层	071154.4754.19525.071154	5131154.4135452.121525.5131154
'ceng'xu'di'ceng'xue	层序地层学	071154.4754.19525.071154.6458	5131154.4135452.121525.5131154.44345521
'ceng'jie'hu	层结湖	071154.551980.441286	5131154.551121251.441122513511
'ceng'zu	层组	071154.5527	5131154.55125111
'ceng'wen'zhuang'de	层纹状的	071154.5566.412134.381354	5131154.5514134.4121344.32511354
'ceng'lin'jie'ceng	层吝界层	071154.6680.833432.071154	5131154.4134251.251213432.5131154
'ceng'cu'cao'du	层粗糙度	071154.6827.683194.471854	5131154.43123425111.4312343121251454.413122154
'ceng'dian'zu'lv	层电阻率	071154.815.5227.415642	5131154.25115.5225111.41554413412
'ju'jian'xing'xi	居间星系	071280.4281.81371.356234	51312251.4252511.251131121.3554234
'ju'li	居里	071280.81211	51312251.2511211
'ju'li'dian	居里点	071280.81211.218069	51312251.2511211.212514444
'ju'chang	居昌	071280.8181	51312251.25112511
'ju'zhen	剧震	071282.161314	5131225122.145244441311534
'ju'xian	剧县	071282.2754	5131225122.2511154
'zhan'ping'mian	展平面	071854.14312.132521	5131221534.14312.132522111
'zhan'xing	展性	071854.49371	5131221534.44231121
'bi'ji'xing	臂际星	072511.521124.81371	51325141431122511.5211234.251131121
'bi'zu	臂族	072511.603194	51325141431122511.41533131134
'shua'mo	刷模	072522.121784	51325222.12341222511134
'shua'zhu'xing	刷铸型	072522.917314.113229	51325222.311151113124.113222121
'ni'ke'dian	尼克点	0735.128035.218069	51335.1225135.212514444
'ni'ge'li'zhi	尼格理值	0735.129080.118121.321227	51335.1234354251.11212511211.3212251111
'ni'ou'ke'mu'jie	尼欧克姆阶	0735.134534.128035.5906.523432	51335.13453534.1225135.53155414.523432
'ni'ou'ke'mu'jie	尼欧可木阶	0735.134534.1802.12.523432	51335.13453534.12512.1234.523432
'ni'ou'ke'mu'qi	尼欧可木期	0735.134534.1802.12.7036	51335.13453534.12512.1234.122111343511
'ni'bo'er	尼泊尔	0735.44381.35234	51335.44132511.35234
'ni'an'de'te'ren	尼安德特人	0735.4659.331285.311914.34	51335.445531.332122522114544.3121121124.34
'ni'si'jin'cai'shui'qi	尼斯金采水器	0735.703312.91.3912.2534.808010	51335.122111343312.34112431.34431234.2534.2512511344251251
'ni'ke'er'leng'jing	尼科耳棱镜	0735.924412.72.121930.916185	51335.312344412.122111.123412134354.3111541431251135
'shu'xing	属型	073804.113229	513325125214.113222121
'shu'wan'mo	属完模	073804.461135.121784	513325125214.4451135.12341222511134
'shu'xing	属性	073804.49371	513325125214.44231121
'chi'du'yin'zi	尺度因子	074.471854.251341.58	5134.413122154.251341.521
'ping'bi	屏蔽	074332.176890	513431132.12243252343134
'ping'bi'dian'ji	屏蔽电极	074332.176890.815.12354	513431132.12243252343134.25115.1234354
'chi'yan'shi'jian	迟延时间	074454.321554.81124.4281	5134454.321554.2511124.4252511
'zhou'ye'chui'zhi'yi'dong	昼夜垂直移动	074811.413234.312121.1227.929090.115453	513425111.41323544.31212211.12251111.31234354354.115453
'pi'kai'jie'li	劈开解理	0753.1132.355331.118121	513251414311253.1132.3535112533112.11212511211
'pi'li	劈理	0753.118121	513251414311253.11212511211
'pi'li'zhe'she	劈理折射	0753.118121.103312.95124	513251414311253.11212511211.1213312.3251113124
'pi'li'xing	劈理形	0753.118121.113233	513251414311253.11212511211.1132333
'pi'li'mian	劈理面	0753.118121.132521	513251414311253.11212511211.132522111
'pi'li'zhe'zhou	劈理褶皱	0753.118121.630401.350154	513251414311253.11212511211.4523454154132511.3551153254
'pi'lie'shi'yan	劈裂试验	0753.132244.401124.503411	513251414311253.135422413534.45112154.5513414431
'ju'yu'guan'xing'xi	局域惯性系	07580.191804.490628.49371.356234	5135251.12112511534.44255212534.44231121.3554234
'ju'yu'jing'zhi'biao'zhun	局域静止标准	07580.191804.712512.21.121124.413241	5135251.12112511534.11212511355112.2121.123411234.4132411121
'ju'mi'xian	局泌腺	07580.4465.363814	5135251.44145434.3511325112534
'ju'mi'de	局泌的	07580.4465.381354	5135251.44145434.32511354
'ju'bu're'dong'ping'heng	局部热动平衡	07580.618052.103549.115453.14312.333582	5135251.4143125152.1213544444.115453.14312.3323525121134112
'ju'bu'bu'zheng'he	局部不整合	07580.618052.1324.180231.92	5135251.4143125152.1324.1251234313412121.341251
'ju'bu'ping'heng	局部平衡	07580.618052.14312.333582	5135251.4143125152.14312.3323525121134112
'ju'bu'bei'jing	局部背景	07580.618052.211351.814124	5135251.4143125152.211352511.251141251234
'ju'bu'zhong'li'yi'chang	局部重力异常	07580.618052.318121.53.515132.248025	5135251.4143125152.312511211.53.515132.24345251252
'ju'bu'de	局部的	07580.618052.381354	5135251.4143125152.32511354
'ju'bu'yi'chang	局部异常	07580.618052.515132.248025	5135251.4143125152.515132.24345251252
'ju'bu'jie'di	局部阶地	07580.618052.523432.19525	5135251.4143125152.523432.121525
'ju'bu'bian'zhi'zuo'yong	局部变质作用	07580.618052.6654.331228.323121.35112	5135251.4143125152.41223454.33122534.3231211.35112
'wei'xiang	尾相	0767.1282	5133115.123425111
'wei'kuang	尾矿	0767.1447	5133115.13251413
'wei'kuang'pin'wei	尾矿品位	0767.1447.808080.3261	5133115.13251413.251251251.3241431
'wei'qi	尾碛	0767.147128	5133115.1325111212534
'wei'zha	尾渣	0767.441281	5133115.441123425111
'wei'liao'fen'xi	尾料分析	0767.684412.3453.123312	5133115.4312344412.3453.12343312
'wei'gu	尾骨	0767.85	5133115.255452511
'dan'bai'shi	蛋白石	0826.381.14	52134251214.32511.13251
'dan'bai'shi'hua	蛋白石化	0826.381.14.3235	52134251214.32511.13251.3235
'dan'bai'gui'hua	蛋白硅华	0826.381.141919.323512	52134251214.32511.13251121121.323512
'dan'bai'zhi	蛋白质	0826.381.331228	52134251214.32511.33122534
'dan'bai'lv'ying'shi	蛋白铝英石	0826.381.918080.172514.14	52134251214.32511.31115251251.12225134.13251
'shu'song'yan'shi	疏松岩石	084155.123454.2014.14	521214154325.12343454.25213251.13251
'shu'san'xing'tuan	疏散星团	084155.182510.81371.251231	521214154325.122125113134.251131121.251231
'shu'le'guo	疏勒国	084155.1853.251141	521214154325.12212511253.25112141
'shu'le'he'zu	疏勒河组	084155.1853.441802.5527	521214154325.12212511253.44112512.55125111
'shu'shui'jiao'ti	疏水胶体	084155.2534.366634.32121	521214154325.2534.3511413434.3212341
'shu'ye'de	疏液的	084155.444134.381354	521214154325.44141323544.32511354
'shu'ye'rong'jiao	疏液溶胶	084155.444134.444693.366634	521214154325.44141323544.4414453434251.3511413434
'shu'jun	疏浚	084155.445430	521214154325.4415434354
'shu'jun'gong'cheng	疏浚工程	084155.445430.121.928011	521214154325.4415434354.121.312342511121
'yi'qiang'da	一枪打	1.123455.1012	1.12343455.12112
'yi'ping'lang'zu	一平浪组	1.14312.44403.5527	1.14312.4414511534.55125111
'yi'zhi	一致	1.154190	1.1541213134
'yi'zhi'nian'ling	一致年龄	1.154190.311212.213444	1.1541213134.311212.2121345234454
'yi'zhi'rong'rong	一致熔融	1.154190.694693.180256	1.1541213134.43344453434251.1251254312251214
'yi'zhi'rong'rong'dian	一致熔融点	1.154190.694693.180256.218069	1.1541213134.43344453434251.1251254312251214.212514444
'yi'zhi'shi'dai	一致时代	1.154190.81124.32154	1.1541213134.2511124.32154
'yi'nian'sheng'zhi'wu	一年生植物	1.311212.371.121227.313533	1.311212.31121.123412251111.31213533
'yi'jiao'ti	一脚踢	1.361952.298133	1.35111215452.251212125113533
'yi'ci'cheng'fen	一次成分	1.413534.135534.3453	1.413534.135534.3453
'yi'ci'xing'pei'yang	一次性培养	1.413534.49371.196180.4332	1.413534.44231121.12141431251.431113432
'yi'jie'rao'dong	一阶扰动	1.523432.101354.115453	1.523432.1211354.115453
'yi'xian	一线	1.551154	1.55111534
'yi'wei'liu	一维流	1.553241.444155	1.55132411121.4414154325
'yi'lei'you'xiao'wen'du'chao'guo	一类有效温度超过	1.68134.132511.663490.448184.471854.765380.124454	1.431234134.132511.4134343134.441251125221.413122154.121213453251.124454
'yi'zhou'jing	一轴晶	1.7783.818181	1.152125121.251125112511
'yi'yan'huo	一眼货	1.8203.323528	1.25111511534.32352534
'yi'zhong	一种	1.92802	1.312342512
'yi'ban'jiang	一般将	1.933554.412904	1.3354143554.412354124
'yi'ban'zou'xiang	一般走向	1.933554.76.32580	1.3354143554.1212134.325251
'sao'zhou'xing	扫帚星	1001.014525.81371	121511.51145252.251131121
'sao'miao	扫描	1001.101783	121511.12112225121
'sao'miao'zhen'dang'qi	扫描振荡器	1001.101783.101314.174453.808010	121511.12112225121.1211311534.122441533.2512511344251251
'sao'miao'mian'ji	扫描面积	1001.101783.132521.928034	121511.12112225121.132522111.3123425134
'sao'miao'da'yuan	扫描大圆	1001.101783.134.258021	121511.12112225121.134.2525125341
'sao'miao'su'du	扫描速度	1001.101783.180234.471854	121511.12112225121.1251234454.413122154
'sao'miao'jiao	扫描角	1001.101783.35	121511.12112225121.3535112
'sao'miao'she'bei	扫描设备	1001.101783.403554.9083	121511.12112225121.453554.35425121
'sao'miao'xian	扫描线	1001.101783.551154	121511.12112225121.55111534
'sao'miao'dian'zi'xian'wei'jing	扫描电子显微镜	1001.101783.815.58.8122.332010.916185	121511.12112225121.25115.521.251122431.3322521353134.3111541431251135
'sao'miao'she'shu	扫描射束	1001.101783.95124.180234	121511.12112225121.3251113124.1251234
'sao'kong	扫孔	1001.585	121511.5215
'jue'zu'lei	掘足类	100702.29.68134	12151352252.2512134.431234134
'jue'jin'ji	掘进机	100702.76454.1235	12151352252.1132454.123435
'jie'qing'shi'mian	捷青石棉	101014.712511.14.123815	12115112134.11212511.13251.123432511252
'fu'nan'guo	扶南国	101134.122542.251141	1211134.122543112.25112141
'fu'shun'qun	抚顺群	101135.322138.013802	1211135.322132534.5113251431112
'da'yi	打一	1012.1	12112.1
'da'lao'gou	打捞钩	1012.101743.913554	12112.1211224553.311153554
'da'zhuang'chuan	打桩船	1012.124719.933580	12112.1234413121.33541435251
'da'jing'kou'yan	打井口眼	1012.76.80.8203	12112.1132.251.25111511534
'da'yan	打眼	1012.8203	12112.25111511534
'da'yan'huo	打眼货	1012.8203.323528	12112.25111511534.32352534
'da'zuan'qian'gan	打钻钎杆	1012.912180.91312.12112	12112.3111521251.31115312.1234112
'bu'lao'guo'du	捕捞过度	101254.101743.124454.471854	1211251124.1211224553.124454.413122154
'bu'lao'neng'li	捕捞能力	101254.101743.542515.53	1211251124.1211224553.5425113535.53
'bu'lao'qiang'du	捕捞强度	101254.101743.578026.471854	1211251124.1211224553.515251251214.413122154
'ji'shu'de'li'xue	技术地理学	101254.124.19525.118121.6458	1211254.12344.121525.11212511211.44345521
'ji'shu'mi'ji'gong'ye	技术密集工业	101254.124.466520.324172.121.22	1211254.12344.44545434252.324111211234.121.22431
'bu'huo'jing	捕获晶	101254.173814.818181	1211251124.1223531344.251125112511
'bu'shi	捕食	101254.30	1211251124.344511534
'bu'shi'zhe	捕食者	101254.30.19381	1211251124.344511534.12132511
'bu'shou'ji	捕收剂	101254.5290.663222	1211251124.523134.41343222
'bu'lu'yan	捕虏岩	101254.8753.2014	1211251124.21531553.25213251
'bu'lu'ti	捕虏体	101254.8753.32121	1211251124.21531553.3212341
'zhen'dong'guang'pu	振动光谱	101314.115453.24135.404311	1211311534.115453.243135.45431224312511
'zhen'dong'shai	振动筛	101314.115453.372315	1211311534.115453.314314231252
'zhen'dong'chong'hun'jing	振动冲魂井	101314.115453.41802.115495.76	1211311534.115453.412512.1154325113554.1132
'zhen'dong'xuan'zhuan'zuan'jing	振动旋转钻井	101314.115453.603108.771154.912180.76	1211311534.115453.41533152134.15211154.3111521251.1132
'zhen'dong'qi'zhen'zi	振动器振子	101314.115453.808010.101314.58	1211311534.115453.2512511344251251.1211311534.521
'zhen'dong'zuan'jin	振动钻进	101314.115453.912180.76454	1211311534.115453.3111521251.1132454
'zhen'dang'zhi'shu	振荡指数	101314.174453.103581.685990	1211311534.122441533.121352511.4312345313134
'zhen'dang'jian'ce'wang	振荡监测网	101314.174453.223144.442822.253434	1211311534.122441533.2231425221.441253422.253434
'zhen'dang'yu'zhou	振荡宇宙	101314.174453.46112.4683	1211311534.122441533.445112.44525121
'zhen'fu	振幅	101314.251803	1211311534.252125125121
'zhen'fu'jiao'zheng	振幅校正	101314.251803.126634.121	1211311534.252125125121.1234413434.12121
'zhen'fu'pu	振幅谱	101314.251803.404311	1211311534.252125125121.45431224312511
'zhen'xian'shi'hai'yang'zhong'li'yi	振弦式海洋重力仪	101314.574156.112154.443106.444312.318121.53.32434	1211311534.51541554.112154.4413155414.441431112.312511211.53.32434
'zhen'zi'qiang'du	振子强度	101314.58.578026.471854	1211311534.521.515251251214.413122154
'yan'hu'shui'yu	掩护水域	101345.10407.2534.191804	12113425115.1214513.2534.12112511534
'yan'mai'gu	掩埋谷	101345.198121.93	12113425115.1212511211.3434251
'yan'chong'ti	掩冲体	101345.41802.32121	12113425115.412512.3212341
'rao'dong	扰动	101354.115453	1211354.115453
'rao'luan	扰乱	101354.965	1211354.3122515
'tuo'pu'que'xian	拓扑缺陷	1014.1024.945134.523597	12113251.12124.3112525134.5235321511
'xie'juan	挟卷	101434.4355	121143134.43113455
'zhao'kuang'kuang'wu'xue	找矿矿物学	101534.1447.1447.313533.6458	1211534.13251413.13251413.31213533.44345521
'nao'qu	挠曲	101535.25171	121153135.251221
